  4     1452   (25)   15 :  0.069 0.168 0.046 0.056 0.032 0.027 0.041 0.158 0.092 0.042 0.042 0.037 0.039 0.036 0.039 0.033 0.044     (0.000,0.320) (0.000,0.631) (0.000,0.229) (0.000,0.278) (0.000,0.161) (0.000,0.137) (0.000,0.204) (0.000,0.598) (0.000,0.414) (0.000,0.209) (0.000,0.212) (0.000,0.187) (0.000,0.195) (0.000,0.183) (0.000,0.194) (0.000,0.165) (0.000,0.220) 
613     3567    (0)    4 :  0.048 0.041 0.056 0.072 0.082 0.077 0.052 0.044 0.051 0.039 0.073 0.053 0.062 0.053 0.062 0.071 0.064     (0.000,0.235) (0.000,0.203) (0.000,0.279) (0.000,0.349) (0.000,0.395) (0.000,0.368) (0.000,0.260) (0.000,0.219) (0.000,0.250) (0.000,0.197) (0.000,0.357) (0.000,0.262) (0.000,0.308) (0.000,0.264) (0.000,0.307) (0.000,0.347) (0.000,0.313) 
614     3611    (0)   10 :  0.039 0.080 0.070 0.038 0.046 0.036 0.063 0.048 0.063 0.068 0.052 0.044 0.052 0.060 0.058 0.038 0.148     (0.000,0.192) (0.000,0.363) (0.000,0.333) (0.000,0.190) (0.000,0.226) (0.000,0.182) (0.000,0.302) (0.000,0.237) (0.000,0.291) (0.000,0.325) (0.000,0.259) (0.000,0.221) (0.000,0.254) (0.000,0.290) (0.000,0.284) (0.000,0.188) (0.000,0.506) 
616     1645    (0)   15 :  0.045 0.047 0.041 0.043 0.086 0.056 0.073 0.038 0.046 0.107 0.057 0.086 0.050 0.061 0.063 0.048 0.052     (0.000,0.227) (0.000,0.234) (0.000,0.207) (0.000,0.214) (0.000,0.411) (0.000,0.277) (0.000,0.360) (0.000,0.191) (0.000,0.230) (0.000,0.480) (0.000,0.288) (0.000,0.413) (0.000,0.249) (0.000,0.304) (0.000,0.314) (0.000,0.243) (0.000,0.262) 
617     2143   (12)   15 :  0.068 0.043 0.058 0.045 0.064 0.075 0.070 0.055 0.037 0.101 0.063 0.053 0.058 0.052 0.076 0.045 0.039     (0.000,0.325) (0.000,0.213) (0.000,0.288) (0.000,0.223) (0.000,0.317) (0.000,0.362) (0.000,0.347) (0.000,0.271) (0.000,0.185) (0.000,0.461) (0.000,0.312) (0.000,0.264) (0.000,0.290) (0.000,0.260) (0.000,0.368) (0.000,0.226) (0.000,0.196) 
619       92    (0)   15 :  0.051 0.053 0.077 0.053 0.048 0.047 0.058 0.046 0.042 0.108 0.049 0.042 0.075 0.050 0.111 0.048 0.043     (0.000,0.247) (0.000,0.258) (0.000,0.367) (0.000,0.263) (0.000,0.241) (0.000,0.233) (0.000,0.288) (0.000,0.230) (0.000,0.209) (0.000,0.455) (0.000,0.245) (0.000,0.211) (0.000,0.361) (0.000,0.246) (0.000,0.466) (0.000,0.240) (0.000,0.217) 
624     1393    (0)   16 :  0.098 0.044 0.059 0.072 0.053 0.042 0.057 0.037 0.049 0.047 0.045 0.049 0.051 0.055 0.114 0.070 0.058     (0.000,0.410) (0.000,0.221) (0.000,0.292) (0.000,0.346) (0.000,0.265) (0.000,0.212) (0.000,0.283) (0.000,0.184) (0.000,0.239) (0.000,0.234) (0.000,0.227) (0.000,0.245) (0.000,0.255) (0.000,0.267) (0.000,0.499) (0.000,0.344) (0.000,0.286) 
626     1888   (25)   11 :  0.046 0.032 0.068 0.077 0.061 0.056 0.057 0.053 0.062 0.043 0.039 0.047 0.058 0.041 0.105 0.095 0.062     (0.000,0.226) (0.000,0.159) (0.000,0.331) (0.000,0.369) (0.000,0.302) (0.000,0.277) (0.000,0.284) (0.000,0.265) (0.000,0.291) (0.000,0.218) (0.000,0.196) (0.000,0.236) (0.000,0.287) (0.000,0.206) (0.000,0.467) (0.000,0.443) (0.000,0.304) 
631     1885   (12)   11 :  0.073 0.049 0.046 0.047 0.062 0.075 0.059 0.058 0.037 0.072 0.062 0.060 0.057 0.084 0.052 0.063 0.045     (0.000,0.348) (0.000,0.242) (0.000,0.231) (0.000,0.235) (0.000,0.306) (0.000,0.371) (0.000,0.293) (0.000,0.286) (0.000,0.187) (0.000,0.350) (0.000,0.309) (0.000,0.298) (0.000,0.283) (0.000,0.405) (0.000,0.261) (0.000,0.312) (0.000,0.227) 
635      197    (0)   15 :  0.029 0.027 0.054 0.068 0.050 0.055 0.078 0.037 0.051 0.101 0.069 0.058 0.064 0.044 0.095 0.056 0.062     (0.000,0.147) (0.000,0.137) (0.000,0.270) (0.000,0.334) (0.000,0.249) (0.000,0.273) (0.000,0.379) (0.000,0.187) (0.000,0.247) (0.000,0.460) (0.000,0.340) (0.000,0.291) (0.000,0.318) (0.000,0.221) (0.000,0.441) (0.000,0.276) (0.000,0.307) 
642      861    (0)    3 :  0.075 0.079 0.092 0.052 0.045 0.065 0.062 0.052 0.031 0.045 0.049 0.066 0.054 0.083 0.061 0.044 0.044     (0.000,0.341) (0.000,0.358) (0.000,0.428) (0.000,0.255) (0.000,0.225) (0.000,0.320) (0.000,0.308) (0.000,0.255) (0.000,0.157) (0.000,0.225) (0.000,0.247) (0.000,0.323) (0.000,0.270) (0.000,0.385) (0.000,0.301) (0.000,0.218) (0.000,0.219) 
643     2174    (0)    5 :  0.042 0.053 0.062 0.060 0.061 0.056 0.063 0.039 0.046 0.111 0.059 0.057 0.071 0.058 0.066 0.044 0.054     (0.000,0.208) (0.000,0.261) (0.000,0.305) (0.000,0.298) (0.000,0.304) (0.000,0.278) (0.000,0.313) (0.000,0.197) (0.000,0.228) (0.000,0.488) (0.000,0.292) (0.000,0.285) (0.000,0.344) (0.000,0.288) (0.000,0.327) (0.000,0.219) (0.000,0.270) 
651     3016   (12)   10 :  0.035 0.041 0.073 0.071 0.046 0.045 0.065 0.041 0.032 0.098 0.055 0.057 0.050 0.059 0.065 0.067 0.099     (0.000,0.175) (0.000,0.203) (0.000,0.358) (0.000,0.349) (0.000,0.229) (0.000,0.223) (0.000,0.324) (0.000,0.204) (0.000,0.161) (0.000,0.456) (0.000,0.277) (0.000,0.283) (0.000,0.251) (0.000,0.292) (0.000,0.321) (0.000,0.331) (0.000,0.459) 
652     3498    (0)   15 :  0.054 0.084 0.073 0.048 0.054 0.045 0.074 0.035 0.033 0.063 0.053 0.054 0.051 0.050 0.060 0.047 0.121     (0.000,0.255) (0.000,0.364) (0.000,0.349) (0.000,0.236) (0.000,0.263) (0.000,0.221) (0.000,0.349) (0.000,0.176) (0.000,0.164) (0.000,0.306) (0.000,0.259) (0.000,0.266) (0.000,0.250) (0.000,0.248) (0.000,0.294) (0.000,0.235) (0.000,0.437) 
663     2382    (0)   14 :  0.041 0.041 0.064 0.047 0.059 0.074 0.053 0.057 0.073 0.036 0.080 0.078 0.064 0.082 0.052 0.050 0.048     (0.000,0.206) (0.000,0.204) (0.000,0.315) (0.000,0.237) (0.000,0.294) (0.000,0.359) (0.000,0.265) (0.000,0.279) (0.000,0.345) (0.000,0.182) (0.000,0.388) (0.000,0.378) (0.000,0.318) (0.000,0.389) (0.000,0.261) (0.000,0.249) (0.000,0.241) 
665      291    (0)   15 :  0.054 0.047 0.055 0.050 0.057 0.064 0.067 0.051 0.038 0.046 0.076 0.060 0.068 0.084 0.070 0.061 0.050     (0.000,0.263) (0.000,0.235) (0.000,0.275) (0.000,0.251) (0.000,0.283) (0.000,0.313) (0.000,0.329) (0.000,0.251) (0.000,0.192) (0.000,0.230) (0.000,0.370) (0.000,0.300) (0.000,0.336) (0.000,0.400) (0.000,0.344) (0.000,0.304) (0.000,0.252) 
674     1461    (0)    2 :  0.071 0.136 0.060 0.047 0.046 0.047 0.051 0.076 0.065 0.075 0.048 0.047 0.047 0.049 0.047 0.042 0.046     (0.000,0.335) (0.000,0.543) (0.000,0.298) (0.000,0.236) (0.000,0.229) (0.000,0.236) (0.000,0.258) (0.000,0.357) (0.000,0.315) (0.000,0.361) (0.000,0.239) (0.000,0.238) (0.000,0.233) (0.000,0.244) (0.000,0.235) (0.000,0.212) (0.000,0.231) 
685     3572    (0)    8 :  0.030 0.035 0.033 0.049 0.066 0.040 0.062 0.073 0.183 0.034 0.093 0.078 0.065 0.036 0.051 0.028 0.046     (0.000,0.151) (0.000,0.174) (0.000,0.164) (0.000,0.247) (0.000,0.313) (0.000,0.200) (0.000,0.308) (0.000,0.345) (0.000,0.590) (0.000,0.171) (0.000,0.435) (0.000,0.373) (0.000,0.319) (0.000,0.180) (0.000,0.254) (0.000,0.140) (0.000,0.233) 
687     2751   (12)   10 :  0.028 0.029 0.068 0.063 0.055 0.057 0.088 0.059 0.040 0.137 0.058 0.048 0.050 0.053 0.071 0.043 0.053     (0.000,0.139) (0.000,0.148) (0.000,0.331) (0.000,0.312) (0.000,0.276) (0.000,0.282) (0.000,0.418) (0.000,0.257) (0.000,0.194) (0.000,0.563) (0.000,0.290) (0.000,0.244) (0.000,0.250) (0.000,0.265) (0.000,0.350) (0.000,0.215) (0.000,0.266) 
691     3256    (0)   15 :  0.053 0.045 0.058 0.069 0.060 0.052 0.066 0.033 0.047 0.105 0.060 0.059 0.066 0.056 0.059 0.050 0.061     (0.000,0.255) (0.000,0.223) (0.000,0.287) (0.000,0.332) (0.000,0.301) (0.000,0.258) (0.000,0.329) (0.000,0.166) (0.000,0.234) (0.000,0.472) (0.000,0.297) (0.000,0.295) (0.000,0.328) (0.000,0.279) (0.000,0.291) (0.000,0.248) (0.000,0.300) 
692     2390    (0)    7 :  0.029 0.041 0.079 0.078 0.050 0.074 0.069 0.026 0.025 0.053 0.060 0.073 0.055 0.072 0.065 0.044 0.104     (0.000,0.143) (0.000,0.202) (0.000,0.378) (0.000,0.373) (0.000,0.252) (0.000,0.360) (0.000,0.339) (0.000,0.133) (0.000,0.126) (0.000,0.264) (0.000,0.301) (0.000,0.355) (0.000,0.276) (0.000,0.349) (0.000,0.323) (0.000,0.219) (0.000,0.469) 
695      245    (0)   15 :  0.058 0.061 0.075 0.034 0.064 0.066 0.058 0.045 0.089 0.040 0.060 0.053 0.074 0.078 0.051 0.051 0.043     (0.000,0.276) (0.000,0.292) (0.000,0.358) (0.000,0.171) (0.000,0.313) (0.000,0.322) (0.000,0.289) (0.000,0.222) (0.000,0.387) (0.000,0.201) (0.000,0.298) (0.000,0.263) (0.000,0.359) (0.000,0.371) (0.000,0.255) (0.000,0.255) (0.000,0.217) 
697     1689    (0)   13 :  0.039 0.062 0.055 0.071 0.049 0.076 0.047 0.040 0.056 0.042 0.069 0.051 0.057 0.054 0.053 0.114 0.064     (0.000,0.195) (0.000,0.288) (0.000,0.272) (0.000,0.346) (0.000,0.243) (0.000,0.365) (0.000,0.237) (0.000,0.198) (0.000,0.275) (0.000,0.213) (0.000,0.338) (0.000,0.255) (0.000,0.285) (0.000,0.265) (0.000,0.265) (0.000,0.493) (0.000,0.316) 
704     2744    (0)   10 :  0.032 0.055 0.059 0.057 0.044 0.061 0.083 0.046 0.042 0.088 0.067 0.055 0.051 0.052 0.085 0.058 0.067     (0.000,0.157) (0.000,0.273) (0.000,0.293) (0.000,0.286) (0.000,0.221) (0.000,0.304) (0.000,0.402) (0.000,0.227) (0.000,0.208) (0.000,0.415) (0.000,0.331) (0.000,0.276) (0.000,0.255) (0.000,0.258) (0.000,0.406) (0.000,0.287) (0.000,0.328) 
705      143    (0)   15 :  0.048 0.042 0.071 0.050 0.053 0.048 0.047 0.052 0.118 0.034 0.064 0.069 0.073 0.052 0.064 0.061 0.053     (0.000,0.235) (0.000,0.211) (0.000,0.343) (0.000,0.249) (0.000,0.260) (0.000,0.238) (0.000,0.238) (0.000,0.255) (0.000,0.460) (0.000,0.169) (0.000,0.315) (0.000,0.333) (0.000,0.354) (0.000,0.258) (0.000,0.314) (0.000,0.301) (0.000,0.262) 
709     3282   (12)   15 :  0.071 0.089 0.144 0.036 0.038 0.034 0.047 0.080 0.068 0.033 0.044 0.035 0.056 0.038 0.043 0.041 0.103     (0.000,0.320) (0.000,0.387) (0.000,0.506) (0.000,0.181) (0.000,0.190) (0.000,0.171) (0.000,0.235) (0.000,0.360) (0.000,0.312) (0.000,0.165) (0.000,0.217) (0.000,0.175) (0.000,0.272) (0.000,0.189) (0.000,0.217) (0.000,0.205) (0.000,0.438) 
711     1677    (0)   17 :  0.048 0.097 0.046 0.083 0.073 0.041 0.065 0.054 0.046 0.042 0.048 0.055 0.063 0.037 0.051 0.045 0.107     (0.000,0.234) (0.000,0.417) (0.000,0.228) (0.000,0.396) (0.000,0.344) (0.000,0.205) (0.000,0.320) (0.000,0.261) (0.000,0.223) (0.000,0.209) (0.000,0.240) (0.000,0.271) (0.000,0.310) (0.000,0.188) (0.000,0.253) (0.000,0.228) (0.000,0.480) 
712     1773    (0)    4 :  0.040 0.050 0.045 0.099 0.058 0.056 0.058 0.027 0.029 0.047 0.069 0.050 0.058 0.069 0.070 0.061 0.115     (0.000,0.199) (0.000,0.244) (0.000,0.228) (0.000,0.451) (0.000,0.286) (0.000,0.279) (0.000,0.290) (0.000,0.134) (0.000,0.143) (0.000,0.238) (0.000,0.341) (0.000,0.250) (0.000,0.290) (0.000,0.333) (0.000,0.341) (0.000,0.300) (0.000,0.500) 
722     1687   (12)   13 :  0.053 0.052 0.052 0.067 0.045 0.061 0.064 0.069 0.041 0.068 0.074 0.050 0.060 0.048 0.079 0.062 0.055     (0.000,0.255) (0.000,0.258) (0.000,0.260) (0.000,0.329) (0.000,0.226) (0.000,0.303) (0.000,0.316) (0.000,0.336) (0.000,0.206) (0.000,0.333) (0.000,0.365) (0.000,0.252) (0.000,0.298) (0.000,0.242) (0.000,0.382) (0.000,0.307) (0.000,0.276) 
727     3880    (0)   11 :  0.048 0.059 0.056 0.040 0.056 0.101 0.052 0.038 0.064 0.040 0.065 0.091 0.057 0.071 0.045 0.065 0.051     (0.000,0.235) (0.000,0.293) (0.000,0.278) (0.000,0.202) (0.000,0.281) (0.000,0.464) (0.000,0.261) (0.000,0.191) (0.000,0.312) (0.000,0.201) (0.000,0.325) (0.000,0.432) (0.000,0.287) (0.000,0.347) (0.000,0.227) (0.000,0.323) (0.000,0.256) 
728      384    (0)   12 :  0.025 0.027 0.093 0.049 0.072 0.091 0.074 0.042 0.054 0.050 0.061 0.067 0.070 0.041 0.075 0.054 0.055     (0.000,0.128) (0.000,0.137) (0.000,0.431) (0.000,0.245) (0.000,0.350) (0.000,0.422) (0.000,0.358) (0.000,0.210) (0.000,0.266) (0.000,0.248) (0.000,0.301) (0.000,0.330) (0.000,0.343) (0.000,0.203) (0.000,0.362) (0.000,0.269) (0.000,0.277) 
730     1805    (0)    8 :  0.095 0.092 0.050 0.041 0.039 0.047 0.042 0.135 0.106 0.045 0.046 0.039 0.046 0.041 0.043 0.050 0.042     (0.000,0.421) (0.000,0.417) (0.000,0.252) (0.000,0.204) (0.000,0.197) (0.000,0.233) (0.000,0.212) (0.000,0.542) (0.000,0.461) (0.000,0.227) (0.000,0.232) (0.000,0.198) (0.000,0.230) (0.000,0.207) (0.000,0.213) (0.000,0.247) (0.000,0.211) 
744      407    (0)    3 :  0.033 0.030 0.077 0.054 0.059 0.072 0.065 0.038 0.042 0.102 0.069 0.064 0.071 0.041 0.081 0.055 0.046     (0.000,0.168) (0.000,0.150) (0.000,0.372) (0.000,0.270) (0.000,0.295) (0.000,0.353) (0.000,0.325) (0.000,0.190) (0.000,0.210) (0.000,0.466) (0.000,0.340) (0.000,0.319) (0.000,0.348) (0.000,0.208) (0.000,0.391) (0.000,0.276) (0.000,0.229) 
749      306    (0)   15 :  0.051 0.056 0.051 0.120 0.055 0.048 0.062 0.041 0.040 0.038 0.053 0.041 0.053 0.056 0.057 0.056 0.123     (0.000,0.247) (0.000,0.272) (0.000,0.257) (0.000,0.518) (0.000,0.274) (0.000,0.239) (0.000,0.305) (0.000,0.202) (0.000,0.196) (0.000,0.193) (0.000,0.263) (0.000,0.206) (0.000,0.266) (0.000,0.277) (0.000,0.280) (0.000,0.277) (0.000,0.523) 
755     1084    (0)    8 :  0.028 0.033 0.036 0.047 0.039 0.038 0.046 0.318 0.124 0.036 0.037 0.038 0.034 0.033 0.038 0.039 0.036     (0.000,0.143) (0.000,0.165) (0.000,0.180) (0.000,0.231) (0.000,0.196) (0.000,0.191) (0.000,0.229) (0.000,0.718) (0.000,0.510) (0.000,0.181) (0.000,0.186) (0.000,0.189) (0.000,0.169) (0.000,0.166) (0.000,0.190) (0.000,0.193) (0.000,0.180) 
756     2147    (0)   15 :  0.034 0.042 0.064 0.084 0.046 0.039 0.073 0.035 0.037 0.077 0.040 0.045 0.050 0.052 0.153 0.046 0.083     (0.000,0.171) (0.000,0.208) (0.000,0.316) (0.000,0.395) (0.000,0.230) (0.000,0.197) (0.000,0.356) (0.000,0.173) (0.000,0.183) (0.000,0.351) (0.000,0.203) (0.000,0.227) (0.000,0.250) (0.000,0.255) (0.000,0.569) (0.000,0.230) (0.000,0.390) 
757     1612    (0)   15 :  0.066 0.057 0.089 0.056 0.052 0.056 0.060 0.048 0.053 0.074 0.050 0.047 0.055 0.057 0.076 0.053 0.052     (0.000,0.317) (0.000,0.278) (0.000,0.423) (0.000,0.280) (0.000,0.262) (0.000,0.280) (0.000,0.299) (0.000,0.238) (0.000,0.262) (0.000,0.359) (0.000,0.249) (0.000,0.234) (0.000,0.273) (0.000,0.283) (0.000,0.369) (0.000,0.264) (0.000,0.259) 
761      779    (0)   14 :  0.061 0.070 0.047 0.076 0.061 0.048 0.056 0.052 0.042 0.074 0.062 0.070 0.050 0.070 0.055 0.050 0.056     (0.000,0.295) (0.000,0.335) (0.000,0.238) (0.000,0.367) (0.000,0.302) (0.000,0.237) (0.000,0.282) (0.000,0.259) (0.000,0.208) (0.000,0.359) (0.000,0.307) (0.000,0.344) (0.000,0.252) (0.000,0.343) (0.000,0.273) (0.000,0.249) (0.000,0.281) 
764      696    (0)    4 :  0.021 0.022 0.044 0.159 0.045 0.054 0.046 0.037 0.023 0.035 0.046 0.054 0.058 0.052 0.029 0.133 0.142     (0.000,0.107) (0.000,0.112) (0.000,0.221) (0.000,0.597) (0.000,0.221) (0.000,0.268) (0.000,0.232) (0.000,0.181) (0.000,0.118) (0.000,0.177) (0.000,0.228) (0.000,0.266) (0.000,0.283) (0.000,0.256) (0.000,0.144) (0.000,0.532) (0.000,0.554) 
765      415    (0)    3 :  0.049 0.052 0.084 0.078 0.070 0.035 0.072 0.046 0.036 0.046 0.038 0.055 0.046 0.038 0.093 0.069 0.092     (0.000,0.233) (0.000,0.249) (0.000,0.400) (0.000,0.374) (0.000,0.334) (0.000,0.178) (0.000,0.351) (0.000,0.231) (0.000,0.180) (0.000,0.231) (0.000,0.189) (0.000,0.271) (0.000,0.233) (0.000,0.189) (0.000,0.432) (0.000,0.334) (0.000,0.428) 
770     2586    (0)    9 :  0.059 0.114 0.099 0.055 0.042 0.053 0.087 0.059 0.037 0.054 0.052 0.053 0.047 0.039 0.071 0.031 0.048     (0.000,0.285) (0.000,0.467) (0.000,0.456) (0.000,0.274) (0.000,0.211) (0.000,0.265) (0.000,0.415) (0.000,0.291) (0.000,0.184) (0.000,0.268) (0.000,0.256) (0.000,0.265) (0.000,0.233) (0.000,0.196) (0.000,0.348) (0.000,0.156) (0.000,0.240) 
772      662    (0)   15 :  0.050 0.069 0.055 0.056 0.053 0.071 0.071 0.042 0.038 0.057 0.070 0.056 0.058 0.064 0.085 0.058 0.048     (0.000,0.244) (0.000,0.335) (0.000,0.274) (0.000,0.276) (0.000,0.267) (0.000,0.345) (0.000,0.351) (0.000,0.210) (0.000,0.192) (0.000,0.284) (0.000,0.343) (0.000,0.280) (0.000,0.289) (0.000,0.318) (0.000,0.403) (0.000,0.291) (0.000,0.239) 
779     3251    (0)   15 :  0.035 0.035 0.062 0.056 0.055 0.047 0.059 0.062 0.120 0.051 0.046 0.048 0.048 0.041 0.123 0.054 0.057     (0.000,0.175) (0.000,0.178) (0.000,0.309) (0.000,0.279) (0.000,0.272) (0.000,0.236) (0.000,0.296) (0.000,0.304) (0.000,0.491) (0.000,0.255) (0.000,0.231) (0.000,0.240) (0.000,0.240) (0.000,0.204) (0.000,0.531) (0.000,0.271) (0.000,0.284) 
781      926    (0)   13 :  0.044 0.071 0.038 0.073 0.055 0.089 0.050 0.027 0.027 0.045 0.085 0.071 0.062 0.073 0.048 0.073 0.067     (0.000,0.218) (0.000,0.324) (0.000,0.193) (0.000,0.354) (0.000,0.276) (0.000,0.417) (0.000,0.252) (0.000,0.136) (0.000,0.134) (0.000,0.224) (0.000,0.406) (0.000,0.345) (0.000,0.308) (0.000,0.349) (0.000,0.242) (0.000,0.352) (0.000,0.330) 
783     3456    (0)    6 :  0.047 0.057 0.075 0.043 0.053 0.073 0.063 0.060 0.050 0.058 0.058 0.063 0.062 0.067 0.065 0.057 0.047     (0.000,0.232) (0.000,0.281) (0.000,0.364) (0.000,0.218) (0.000,0.266) (0.000,0.356) (0.000,0.314) (0.000,0.292) (0.000,0.249) (0.000,0.289) (0.000,0.289) (0.000,0.314) (0.000,0.308) (0.000,0.327) (0.000,0.321) (0.000,0.283) (0.000,0.236) 
786      844    (0)   16 :  0.044 0.047 0.100 0.055 0.052 0.074 0.067 0.036 0.037 0.072 0.066 0.054 0.086 0.050 0.067 0.049 0.045     (0.000,0.215) (0.000,0.233) (0.000,0.458) (0.000,0.273) (0.000,0.258) (0.000,0.361) (0.000,0.333) (0.000,0.178) (0.000,0.183) (0.000,0.351) (0.000,0.327) (0.000,0.268) (0.000,0.411) (0.000,0.252) (0.000,0.328) (0.000,0.246) (0.000,0.224) 
788     1649    (0)   15 :  0.092 0.082 0.055 0.049 0.060 0.038 0.072 0.037 0.036 0.071 0.050 0.053 0.044 0.054 0.083 0.068 0.056     (0.000,0.405) (0.000,0.385) (0.000,0.274) (0.000,0.247) (0.000,0.297) (0.000,0.193) (0.000,0.352) (0.000,0.183) (0.000,0.181) (0.000,0.347) (0.000,0.248) (0.000,0.265) (0.000,0.222) (0.000,0.268) (0.000,0.393) (0.000,0.333) (0.000,0.277) 
792     3420    (0)    9 :  0.057 0.043 0.046 0.030 0.034 0.032 0.033 0.140 0.325 0.025 0.029 0.030 0.037 0.031 0.037 0.038 0.033     (0.000,0.275) (0.000,0.214) (0.000,0.230) (0.000,0.148) (0.000,0.169) (0.000,0.162) (0.000,0.168) (0.000,0.549) (0.000,0.738) (0.000,0.127) (0.000,0.144) (0.000,0.150) (0.000,0.184) (0.000,0.155) (0.000,0.186) (0.000,0.191) (0.000,0.167) 
796       93    (0)   15 :  0.032 0.030 0.065 0.055 0.058 0.041 0.059 0.032 0.035 0.101 0.049 0.051 0.073 0.043 0.171 0.062 0.043     (0.000,0.160) (0.000,0.149) (0.000,0.316) (0.000,0.274) (0.000,0.282) (0.000,0.207) (0.000,0.296) (0.000,0.160) (0.000,0.172) (0.000,0.443) (0.000,0.244) (0.000,0.250) (0.000,0.351) (0.000,0.216) (0.000,0.604) (0.000,0.304) (0.000,0.216) 
798     1850    (0)    3 :  0.072 0.121 0.040 0.053 0.050 0.054 0.072 0.024 0.040 0.063 0.079 0.047 0.058 0.054 0.068 0.058 0.046     (0.000,0.331) (0.000,0.480) (0.000,0.201) (0.000,0.262) (0.000,0.250) (0.000,0.267) (0.000,0.351) (0.000,0.121) (0.000,0.202) (0.000,0.307) (0.000,0.383) (0.000,0.235) (0.000,0.290) (0.000,0.268) (0.000,0.331) (0.000,0.289) (0.000,0.233) 
799     1078    (0)    8 :  0.053 0.068 0.045 0.036 0.050 0.055 0.042 0.150 0.145 0.037 0.055 0.043 0.055 0.045 0.042 0.038 0.041     (0.000,0.259) (0.000,0.324) (0.000,0.226) (0.000,0.180) (0.000,0.251) (0.000,0.273) (0.000,0.212) (0.000,0.559) (0.000,0.552) (0.000,0.188) (0.000,0.271) (0.000,0.215) (0.000,0.271) (0.000,0.224) (0.000,0.213) (0.000,0.189) (0.000,0.204) 
804      572    (0)   10 :  0.037 0.047 0.056 0.103 0.048 0.060 0.061 0.053 0.044 0.054 0.082 0.064 0.066 0.042 0.058 0.053 0.072     (0.000,0.182) (0.000,0.234) (0.000,0.279) (0.000,0.467) (0.000,0.242) (0.000,0.294) (0.000,0.302) (0.000,0.260) (0.000,0.214) (0.000,0.270) (0.000,0.396) (0.000,0.319) (0.000,0.326) (0.000,0.212) (0.000,0.291) (0.000,0.263) (0.000,0.351) 
806     3158    (0)   14 :  0.052 0.043 0.048 0.068 0.050 0.062 0.057 0.085 0.051 0.048 0.068 0.053 0.056 0.087 0.057 0.059 0.057     (0.000,0.253) (0.000,0.215) (0.000,0.240) (0.000,0.334) (0.000,0.250) (0.000,0.306) (0.000,0.286) (0.000,0.401) (0.000,0.254) (0.000,0.239) (0.000,0.336) (0.000,0.266) (0.000,0.283) (0.000,0.409) (0.000,0.284) (0.000,0.292) (0.000,0.283) 
811      153    (0)   15 :  0.054 0.035 0.056 0.054 0.055 0.065 0.084 0.062 0.049 0.080 0.080 0.047 0.070 0.049 0.065 0.047 0.049     (0.000,0.262) (0.000,0.176) (0.000,0.278) (0.000,0.268) (0.000,0.272) (0.000,0.320) (0.000,0.398) (0.000,0.293) (0.000,0.242) (0.000,0.382) (0.000,0.380) (0.000,0.237) (0.000,0.341) (0.000,0.244) (0.000,0.321) (0.000,0.236) (0.000,0.244) 
812     2449    (0)   17 :  0.045 0.048 0.058 0.107 0.071 0.047 0.049 0.045 0.033 0.040 0.046 0.047 0.062 0.063 0.048 0.070 0.119     (0.000,0.223) (0.000,0.237) (0.000,0.289) (0.000,0.484) (0.000,0.348) (0.000,0.233) (0.000,0.247) (0.000,0.223) (0.000,0.166) (0.000,0.202) (0.000,0.232) (0.000,0.235) (0.000,0.308) (0.000,0.313) (0.000,0.242) (0.000,0.346) (0.000,0.518) 
817      702    (0)    4 :  0.045 0.040 0.052 0.078 0.079 0.054 0.053 0.044 0.060 0.048 0.043 0.063 0.074 0.075 0.031 0.056 0.106     (0.000,0.222) (0.000,0.201) (0.000,0.257) (0.000,0.378) (0.000,0.378) (0.000,0.266) (0.000,0.264) (0.000,0.217) (0.000,0.293) (0.000,0.241) (0.000,0.214) (0.000,0.313) (0.000,0.362) (0.000,0.365) (0.000,0.156) (0.000,0.279) (0.000,0.477) 
819      745    (0)    4 :  0.028 0.027 0.050 0.110 0.057 0.064 0.056 0.116 0.036 0.044 0.054 0.059 0.061 0.070 0.054 0.045 0.068     (0.000,0.142) (0.000,0.137) (0.000,0.251) (0.000,0.488) (0.000,0.285) (0.000,0.316) (0.000,0.280) (0.000,0.442) (0.000,0.177) (0.000,0.219) (0.000,0.269) (0.000,0.295) (0.000,0.300) (0.000,0.336) (0.000,0.267) (0.000,0.227) (0.000,0.332) 
820     1107    (0)    8 :  0.041 0.037 0.041 0.052 0.053 0.048 0.048 0.170 0.151 0.046 0.045 0.040 0.043 0.043 0.051 0.045 0.046     (0.000,0.204) (0.000,0.185) (0.000,0.208) (0.000,0.260) (0.000,0.267) (0.000,0.238) (0.000,0.239) (0.000,0.583) (0.000,0.570) (0.000,0.229) (0.000,0.225) (0.000,0.202) (0.000,0.217) (0.000,0.217) (0.000,0.252) (0.000,0.225) (0.000,0.232) 
823     2739    (0)   10 :  0.030 0.045 0.063 0.056 0.064 0.063 0.066 0.032 0.032 0.072 0.066 0.059 0.054 0.077 0.071 0.066 0.083     (0.000,0.150) (0.000,0.225) (0.000,0.312) (0.000,0.277) (0.000,0.319) (0.000,0.315) (0.000,0.329) (0.000,0.162) (0.000,0.162) (0.000,0.349) (0.000,0.326) (0.000,0.293) (0.000,0.272) (0.000,0.370) (0.000,0.347) (0.000,0.326) (0.000,0.393) 
